"mesAnoBusca";"ano";"mes";"idUnidade";"nomeUnidade";"idSecao";"nomeSecao";"idAtividade";"nomeAtividade";"qtde"
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";220;"DH - Captura Digital/Foto";1314
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";223;"DH - Exame Médico";910
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";224;"DH - Psicotécnico";747
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";225;"DH - Prova Eletrônica";541
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";235;"DH - Laudo Médico";315
201801;"2018";"01";1;"Juazeiro do Norte";2;"DETRAN-HABILITAÇÃO";342;"DH - Emissão de Declaração de Residência";161
201801;"2018";"01";1;"Juazeiro do Norte";3;"SEFAZ";17;"SZ - Alteração cadastral eletrônica";3
201801;"2018";"01";1;"Juazeiro do Norte";3;"SEFAZ";18;"SZ - Alteração cadastral manual";1
201801;"2018";"01";1;"Juazeiro do Norte";3;"SEFAZ";25;"SZ - Certidão positiva de débitos";1
201801;"2018";"01";1;"Juazeiro do Norte";3;"SEFAZ";34;"SZ - ICMS- Emissão de DAE";79
201801;"2018";"01";1;"Juazeiro do Norte";3;"SEFAZ";39;"SZ - IPVA- Emissão de certidão de quitação (WEB)";2
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";62;"JC - Alteração de Empresário Individual";262
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";63;"JC - Extinção de Empresário Individual";73
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";64;"JC - Análise de  balanços e documentos de interesse do Empresário Individual";36
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";65;"JC - Constituição de Sociedade Empresária Limitada (ME ou EPP)";17
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";66;"JC - Inscrição de Empresa EIRELI";24
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";68;"JC - Enquadramento de microempresa";19
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";69;"JC - Enquadramento de empresa de pequeno porte";27
201801;"2018";"01";1;"Juazeiro do Norte";4;"JUCEC";70;"JC - Entrega de Documentos registrados na JUCEC";312
201801;"2018";"01";1;"Juazeiro do Norte";5;"CENTRAL FÁCIL - CRC";71;"CC - Formalização / Registro de Funcionário para Empreendedor Individual";23
201801;"2018";"01";1;"Juazeiro do Norte";5;"CENTRAL FÁCIL - CRC";72;"CC - Migração da Condição de MEI para outro tipo de empresa";1
201801;"2018";"01";1;"Juazeiro do Norte";8;"SINE - IDT";80;"ST - Intermediação de Mão de Obra";3385
201801;"2018";"01";1;"Juazeiro do Norte";8;"SINE - IDT";81;"ST - Seguro Desemprego";853
201801;"2018";"01";1;"Juazeiro do Norte";8;"SINE - IDT";465;"ST - Consulta de Seguro Desemprego";247
201801;"2018";"01";1;"Juazeiro do Norte";8;"SINE - IDT";466;"ST - Isenção de Taxa do RG";12
201801;"2018";"01";1;"Juazeiro do Norte";8;"SINE - IDT";467;"ST - Atualização de PIS";2
201801;"2018";"01";1;"Juazeiro do Norte";9;"E-VAPT VUPT";83;"IN - Cursos Interativos";268
201801;"2018";"01";1;"Juazeiro do Norte";9;"E-VAPT VUPT";84;"IN - Entrega de Certificados";8
201801;"2018";"01";1;"Juazeiro do Norte";9;"E-VAPT VUPT";85;"IN - Matrícula nos Cursos Interativos";55
201801;"2018";"01";1;"Juazeiro do Norte";9;"E-VAPT VUPT";86;"IN - Solicitação de Acesso à internet e Impressões";1139
201801;"2018";"01";1;"Juazeiro do Norte";11;"SRF";93;"RF - CPF - Solicitação de Emissão";516
201801;"2018";"01";1;"Juazeiro do Norte";12;"ARCE";114;"AE - Reclamação";1
201801;"2018";"01";1;"Juazeiro do Norte";13;"INSS";422;"IS - Extrato CNIS";322
201801;"2018";"01";1;"Juazeiro do Norte";13;"INSS";426;"IS - Orientação e Informação";180
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";136;"CG - Verificação de dados cadastrais";1
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";145;"CG - Verificação consumo medido";1
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";148;"CG - Alteração de Titularidade";6
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";153;"CG - Emissão de 2ª via de fatura";131
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";164;"CG - Conserto vazamento ligação predial";1
201801;"2018";"01";1;"Juazeiro do Norte";15;"CAGECE";206;"CG - Outros Serviços";1
201801;"2018";"01";1;"Juazeiro do Norte";18;"AUTO ESCOLA";221;"AT - Atendimento Suporte Auto Escola";624
201801;"2018";"01";1;"Juazeiro do Norte";19;"CENTRAL FÁCIL - SESCAP";229;"CP - Validação de Certificação Digital";87
201801;"2018";"01";1;"Juazeiro do Norte";20;"SPS";233;"SP - Solicitação de serviços ao Centro de Referência e Apoio à Vítima de Violência - CRAVV";3
201801;"2018";"01";1;"Juazeiro do Norte";20;"SPS";234;"SP - Solicitação de serviços ao Núcleo de Enfrentamento ao Tráfico de Pessoas - NETP";1
201801;"2018";"01";1;"Juazeiro do Norte";20;"SPS";339;"SP - Emissão de 1ª via do CPF";869
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";327;"BR - Conta de Consumo";285
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";328;"BR - Pagamentos";4366
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";331;"BR - Tributos (Federais, Estaduais e Municipais) com código de barras";1346
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";332;"BR - Depósito Bradesco (conta corrente e poupança) em dinheiro";217
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";333;"BR - Saque (com cartão de débito Bradesco)";427
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";334;"BR - Transferência entre contas Bradesco";7
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";335;"BR – Extratos de conta corrente e poupança Bradesco";88
201801;"2018";"01";1;"Juazeiro do Norte";30;"BRADESCO";336;"BR - Pague Fácil";80
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";473;"CX - Consulta FGTS Inativo";474
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";474;"CX - Liberação FGTS Aposentados";9
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";475;"CX - Liberação FGTS com Alvará";23
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";477;"CX - Liberação FGTS Morte Trabalhador";5
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";478;"CX - Liberação FGTS Rescisão Contrato";136
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";484;"CX - Consulta Extrato PIS Ativo";128
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";485;"CX - Regularização de cadastro PIS";17
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";486;"CX - Atribuição de abono PIS";1411
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";487;"CX - 2ª via de boletos (Empréstimos, Habitação, Habitação MCMV, Minha Casa Melhor) ";169
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";488;"CX - Consulta Bolsa Familia";561
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";489;"CX - Consulta Seguro Desemprego";32
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";491;"CX - Solicitação 2ª via de cartão";249
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";492;"CX - Entrega de cartão";218
201801;"2018";"01";1;"Juazeiro do Norte";38;"CAIXA";493;"CX - Cadastro de Senha e IP";655
201801;"2018";"01";2;"Messejana";1;"PEFOCE";1;"PC - 1ª Via de Identidade";2580
201801;"2018";"01";2;"Messejana";1;"PEFOCE";2;"PC - 2ª Via de Identidade";2249
201801;"2018";"01";2;"Messejana";1;"PEFOCE";3;"PC - Emissão de Antecedentes Criminais (folha corrida)";888
201801;"2018";"01";2;"Messejana";1;"PEFOCE";4;"PC - Entrega de Identidade";4365
201801;"2018";"01";2;"Messejana";1;"PEFOCE";5;"PC - Correção de dados";6
201801;"2018";"01";2;"Messejana";1;"PEFOCE";404;"PC - Consulta de RG";55
201801;"2018";"01";2;"Messejana";1;"PEFOCE";405;"PC - Isenção de Taxa da 2º Via";482
201801;"2018";"01";2;"Messejana";1;"PEFOCE";461;"PC - Emissão de DAE - Taxas";517
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";6;"DH - Renovação de CNH";206
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";7;"DH - 2ª Via de CNH";59
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";8;"DH - Emissão da CNH definitiva";27
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";9;"DH - Averbação";4
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";10;"DH - Solicitação Trans. Estrangeiro";1
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";11;"DH - Mudança de categoria";1
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";12;"DH - Adição de categoria";1
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";13;"DH - Emissão de nada consta";12
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";14;"DH - Consulta a processos";1173
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";220;"DH - Captura Digital/Foto";892
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";223;"DH - Exame Médico";902
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";224;"DH - Psicotécnico";1255
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";225;"DH - Prova Eletrônica";1155
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";226;"DH - Recepção/Digital";176
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";235;"DH - Laudo Médico";113
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";242;"DH - Solicitação de PID";1
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";408;"BU - Cadastramento de Bilhete Único Metropolitano";116
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";429;"BU - Entrega do cartão Bilhete Único Metropolitano";60
201801;"2018";"01";2;"Messejana";2;"DETRAN-HABILITAÇÃO";494;"BU - Passe Livre Intermunicipal";126
201801;"2018";"01";2;"Messejana";3;"SEFAZ";17;"SZ - Alteração cadastral eletrônica";19
201801;"2018";"01";2;"Messejana";3;"SEFAZ";28;"SZ - Consulta sobre débitos de contribuintes";76
201801;"2018";"01";2;"Messejana";3;"SEFAZ";34;"SZ - ICMS- Emissão de DAE";42
201801;"2018";"01";2;"Messejana";3;"SEFAZ";39;"SZ - IPVA- Emissão de certidão de quitação (WEB)";198
201801;"2018";"01";2;"Messejana";3;"SEFAZ";40;"SZ - IPVA- Isenção Deficiente físico";65
201801;"2018";"01";2;"Messejana";3;"SEFAZ";41;"SZ - IPVA- Isenção taxista";59
201801;"2018";"01";2;"Messejana";3;"SEFAZ";470;"SZ - Outros";329
201801;"2018";"01";2;"Messejana";4;"JUCEC";62;"JC - Alteração de Empresário Individual";19
201801;"2018";"01";2;"Messejana";4;"JUCEC";64;"JC - Análise de  balanços e documentos de interesse do Empresário Individual";24
201801;"2018";"01";2;"Messejana";4;"JUCEC";66;"JC - Inscrição de Empresa EIRELI";16
201801;"2018";"01";2;"Messejana";4;"JUCEC";67;"JC - Emissão de CNPJ (ME ou EPP)";14
201801;"2018";"01";2;"Messejana";4;"JUCEC";68;"JC - Enquadramento de microempresa";15
201801;"2018";"01";2;"Messejana";4;"JUCEC";70;"JC - Entrega de Documentos registrados na JUCEC";61
201801;"2018";"01";2;"Messejana";4;"JUCEC";468;"JC - Outros";131
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";80;"ST - Intermediação de Mão de Obra";3045
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";81;"ST - Seguro Desemprego";1489
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";251;"ST - Entrega de CTPS";332
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";465;"ST - Consulta de Seguro Desemprego";6
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";495;"ST - 1ª via de CTPS";338
201801;"2018";"01";2;"Messejana";8;"SINE - IDT";496;"ST - 2ª via de CTPS";91
201801;"2018";"01";2;"Messejana";9;"E-VAPT VUPT";83;"IN - Cursos Interativos";2
201801;"2018";"01";2;"Messejana";9;"E-VAPT VUPT";85;"IN - Matrícula nos Cursos Interativos";7
201801;"2018";"01";2;"Messejana";9;"E-VAPT VUPT";86;"IN - Solicitação de Acesso à internet e Impressões";2884
201801;"2018";"01";2;"Messejana";11;"SRF";93;"RF - CPF - Solicitação de Emissão";1328
201801;"2018";"01";2;"Messejana";11;"SRF";94;"RF - Agendamento de Serviços na RFB";3
201801;"2018";"01";2;"Messejana";11;"SRF";98;"RF - CPF Regularização da situação cadastral via web";29
201801;"2018";"01";2;"Messejana";11;"SRF";99;"RF - CPF Consulta a autenticidade de Inscrição e Situação Cadastral";52
201801;"2018";"01";2;"Messejana";12;"ARCE";115;"AE - Informação";1
201801;"2018";"01";2;"Messejana";12;"ARCE";117;"AE - Consulta";10
201801;"2018";"01";2;"Messejana";13;"INSS";118;"IS - Agendamento de Atendimento na Previdência Social";133
201801;"2018";"01";2;"Messejana";13;"INSS";119;"IS - Cálculo da Guia da Previdência Social -  GPS";26
201801;"2018";"01";2;"Messejana";13;"INSS";122;"IS - Extrato de Benefícios Previdenciários para Declaração de Imposto de Renda";28
201801;"2018";"01";2;"Messejana";13;"INSS";125;"IS - Simulação de Cálculo da Renda Mensal de Benefício Previdenciário";1
201801;"2018";"01";2;"Messejana";13;"INSS";126;"IS - Simulação de Contagem de Tempo de Contribuição Previdenciária";284
201801;"2018";"01";2;"Messejana";13;"INSS";127;"IS - Serviço de Informações ao Cidadão (SIC)";8
201801;"2018";"01";2;"Messejana";14;"DPGE";128;"DG - Solicitação de Informações Gerais";1072
201801;"2018";"01";2;"Messejana";14;"DPGE";129;"DG - Abertura de Processo";1
201801;"2018";"01";2;"Messejana";15;"CAGECE";137;"CG - Cadastramento de imóvel/cliente";2
201801;"2018";"01";2;"Messejana";15;"CAGECE";145;"CG - Verificação consumo medido";46
201801;"2018";"01";2;"Messejana";15;"CAGECE";148;"CG - Alteração de Titularidade";138
201801;"2018";"01";2;"Messejana";15;"CAGECE";151;"CG - Correção de Dados Pessoais";1
201801;"2018";"01";2;"Messejana";15;"CAGECE";153;"CG - Emissão de 2ª via de fatura";630
201801;"2018";"01";2;"Messejana";15;"CAGECE";164;"CG - Conserto vazamento ligação predial";11
201801;"2018";"01";2;"Messejana";15;"CAGECE";167;"CG - Desobstrução de Rede de Esgoto";8
201801;"2018";"01";2;"Messejana";15;"CAGECE";172;"CG - Corte Solicitado";48
201801;"2018";"01";2;"Messejana";15;"CAGECE";173;"CG - Religação de Água";97
201801;"2018";"01";2;"Messejana";15;"CAGECE";183;"CG - Análise de Pagamento";50
201801;"2018";"01";2;"Messejana";15;"CAGECE";190;"CG - Ampliação de rede de esgoto";2
201801;"2018";"01";2;"Messejana";15;"CAGECE";202;"CG - Ligação de água com instalação de hidrômetro";61
201801;"2018";"01";2;"Messejana";15;"CAGECE";203;"CG - Ligação de água com instalação de hidrômetro para ligação suprimida";1
201801;"2018";"01";2;"Messejana";15;"CAGECE";204;"CG - Registro de Atendimento";11
201801;"2018";"01";2;"Messejana";15;"CAGECE";208;"CG - Religação Urgente";4
201801;"2018";"01";2;"Messejana";15;"CAGECE";213;"CG - Regularização de fraude/ Débitos";2
201801;"2018";"01";2;"Messejana";15;"CAGECE";217;"CG - Parcelamento de Débitos";82
201801;"2018";"01";2;"Messejana";15;"CAGECE";222;"CG - Outros";19
201801;"2018";"01";2;"Messejana";20;"SPS";233;"SP - Solicitação de serviços ao Centro de Referência e Apoio à Vítima de Violência - CRAVV";18
201801;"2018";"01";2;"Messejana";20;"SPS";234;"SP - Solicitação de serviços ao Núcleo de Enfrentamento ao Tráfico de Pessoas - NETP";12
201801;"2018";"01";2;"Messejana";20;"SPS";339;"SP - Emissão de 1ª via do CPF";3090
201801;"2018";"01";2;"Messejana";20;"SPS";406;"NC - Cadastro de Visitas dos Familiares";856
201801;"2018";"01";2;"Messejana";20;"SPS";407;"NC - Entrega do Cartão de Visitas";571
201801;"2018";"01";2;"Messejana";20;"SPS";428;"NC - Renovação do Cartão de Visitas";2
201801;"2018";"01";2;"Messejana";20;"SPS";460;"NC - Alternativa Penal";16
201801;"2018";"01";2;"Messejana";20;"SPS";498;"NC - 2ª via Cartao de Visitante ";137
201801;"2018";"01";2;"Messejana";23;"TRE";257;"TR - Fornecimento de certidões de quitação e de crimes eleitorais";25
201801;"2018";"01";2;"Messejana";23;"TRE";321;"TR - Alistamento Eleitoral - Emissão de 1ª via de título de eleitor - com coleta de dados biométricos";325
201801;"2018";"01";2;"Messejana";23;"TRE";322;"TR - Transferência de domicílio eleitoral com coleta de dados biométricos";96
201801;"2018";"01";2;"Messejana";23;"TRE";323;"TR - Revisão Eleitoral com coleta de dados biométricos";8241
201801;"2018";"01";2;"Messejana";23;"TRE";324;"TR - Emissão de 2ª via de título de eleitor";31
201801;"2018";"01";2;"Messejana";23;"TRE";326;"TR - Cadastramento de Mesário Voluntário";3
201801;"2018";"01";2;"Messejana";23;"TRE";347;"TR - Entrega de Documentos";7907
201801;"2018";"01";2;"Messejana";23;"TRE";348;"TR - Declaração";41
201801;"2018";"01";2;"Messejana";23;"TRE";349;"TR - Consulta da Situação Eleitoral";11
201801;"2018";"01";2;"Messejana";23;"TRE";350;"TR - Multa Eleitoral";1
201801;"2018";"01";2;"Messejana";23;"TRE";351;"TR - Correção";2
201801;"2018";"01";2;"Messejana";24;"AMC";258;"AM - Indicação de Condutor";880
201801;"2018";"01";2;"Messejana";24;"AMC";259;"AM - Defesa de Autuação";94
201801;"2018";"01";2;"Messejana";24;"AMC";260;"AM - Recurso de Multa - JARI";23
201801;"2018";"01";2;"Messejana";24;"AMC";261;"AM - Recurso ao CETRAN - 2ª Estância";5
201801;"2018";"01";2;"Messejana";24;"AMC";268;"AM - Emissão de Credencial para Idoso e Deficiente para uso de vaga especial";361
201801;"2018";"01";2;"Messejana";24;"AMC";269;"AM - Solicitações Gerais";88
201801;"2018";"01";2;"Messejana";25;"SDHDS";270;"SH - Inclusão no Cadastro Único do Bolsa Família";226
201801;"2018";"01";2;"Messejana";25;"SDHDS";271;"SH - Revalidação do Cadastro Único do Bolsa Família";1151
201801;"2018";"01";2;"Messejana";25;"SDHDS";272;"SH - Emissão de Declaração de Inscrição no Cadastro Único";54
201801;"2018";"01";2;"Messejana";25;"SDHDS";346;"SH - Consulta Cadastral";1130
201801;"2018";"01";2;"Messejana";27;"SEFIN";298;"SF - Emissão de Nota Fiscal Avulsa";40
201801;"2018";"01";2;"Messejana";27;"SEFIN";301;"SF - Emissão de DAM de IPTU, ISS e ITBI";753
201801;"2018";"01";2;"Messejana";27;"SEFIN";310;"SF - Alteração de nome de Proprietário no cadastro do IPTU";1
201801;"2018";"01";2;"Messejana";28;"PROCON";312;"PR - Audiência de Conciliação";123
201801;"2018";"01";2;"Messejana";28;"PROCON";313;"PR - Abertura da Carta de Informação Preliminar (CIP)";36
201801;"2018";"01";2;"Messejana";28;"PROCON";314;"PR - Retorno de Carta de Informação Preliminar (CIP)";75
201801;"2018";"01";2;"Messejana";28;"PROCON";315;"PR - Abertura Direta de Reclamação";34
201801;"2018";"01";2;"Messejana";28;"PROCON";338;"PR - Orientação Jurídica";82
201801;"2018";"01";2;"Messejana";28;"PROCON";340;"PR - Simples consulta ";277
201801;"2018";"01";2;"Messejana";28;"PROCON";341;"PR - Vista dos Autos";5
201801;"2018";"01";2;"Messejana";29;"ETUFOR";316;"ET - Emissão de Carteira de Estudante";1242
201801;"2018";"01";2;"Messejana";29;"ETUFOR";317;"ET - Emissão de Bilhete Único";603
201801;"2018";"01";2;"Messejana";29;"ETUFOR";318;"ET - Emissão de Bilhetinho";240
201801;"2018";"01";2;"Messejana";29;"ETUFOR";343;"ET - Entrega de Cartão  Avulso";332
201801;"2018";"01";2;"Messejana";29;"ETUFOR";344;"ET - Entrega de Cartão do idoso";331
201801;"2018";"01";2;"Messejana";29;"ETUFOR";345;"ET - Entrega de Cartão VT";43
201801;"2018";"01";2;"Messejana";29;"ETUFOR";353;"ET - Restituição Estudantil";16
201801;"2018";"01";2;"Messejana";29;"ETUFOR";459;"ET - Bicicleta Integrada";11
201801;"2018";"01";2;"Messejana";29;"ETUFOR";472;"ET - Reativação de Cartão";175
201801;"2018";"01";2;"Messejana";30;"BRADESCO";327;"BR - Conta de Consumo";645
201801;"2018";"01";2;"Messejana";30;"BRADESCO";328;"BR - Pagamentos";4152
201801;"2018";"01";2;"Messejana";30;"BRADESCO";331;"BR - Tributos (Federais, Estaduais e Municipais) com código de barras";617
201801;"2018";"01";2;"Messejana";30;"BRADESCO";332;"BR - Depósito Bradesco (conta corrente e poupança) em dinheiro";282
201801;"2018";"01";2;"Messejana";30;"BRADESCO";333;"BR - Saque (com cartão de débito Bradesco)";331
201801;"2018";"01";2;"Messejana";30;"BRADESCO";334;"BR - Transferência entre contas Bradesco";31
201801;"2018";"01";2;"Messejana";30;"BRADESCO";335;"BR – Extratos de conta corrente e poupança Bradesco";104
201801;"2018";"01";2;"Messejana";30;"BRADESCO";336;"BR - Pague Fácil";107
201801;"2018";"01";2;"Messejana";32;"SDE";382;"SD - Capacitação em gestão de negócios";45
201801;"2018";"01";2;"Messejana";32;"SDE";383;"SD - Orientação para o Microcrédito";118
201801;"2018";"01";2;"Messejana";32;"SDE";384;"SD - Consultoria técnica empresarial";85
201801;"2018";"01";2;"Messejana";32;"SDE";388;"SD - Abertura e extrato de conta corrente";16
201801;"2018";"01";2;"Messejana";32;"SDE";391;"SD - Organização de feiras de produtos locais";7
201801;"2018";"01";2;"Messejana";32;"SDE";393;"SD - Capacitação profissional para jovens e adultos";9
201801;"2018";"01";2;"Messejana";32;"SDE";469;"SD - Outros";682
201801;"2018";"01";2;"Messejana";36;"SECRETARIA DA SAUDE";457;"SS - Vacinação";560
201801;"2018";"01";2;"Messejana";36;"SECRETARIA DA SAUDE";497;"SS - Pressão Arterial";256
201801;"2018";"01";8;"Sobral";1;"PEFOCE";1;"PC - 1ª Via de Identidade";1909
201801;"2018";"01";8;"Sobral";1;"PEFOCE";2;"PC - 2ª Via de Identidade";953
201801;"2018";"01";8;"Sobral";1;"PEFOCE";3;"PC - Emissão de Antecedentes Criminais (folha corrida)";391
201801;"2018";"01";8;"Sobral";1;"PEFOCE";4;"PC - Entrega de Identidade";2135
201801;"2018";"01";8;"Sobral";1;"PEFOCE";5;"PC - Correção de dados";4
201801;"2018";"01";8;"Sobral";1;"PEFOCE";404;"PC - Consulta de RG";298
201801;"2018";"01";8;"Sobral";1;"PEFOCE";405;"PC - Isenção de Taxa da 2º Via";81
201801;"2018";"01";8;"Sobral";1;"PEFOCE";461;"PC - Emissão de DAE - Taxas";525
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";6;"DH - Renovação de CNH";721
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";7;"DH - 2ª Via de CNH";78
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";8;"DH - Emissão da CNH definitiva";142
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";9;"DH - Averbação";3
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";11;"DH - Mudança de categoria";1
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";12;"DH - Adição de categoria";1
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";13;"DH - Emissão de nada consta";109
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";14;"DH - Consulta a processos";104
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";15;"DH - Transferência de pontuação";11
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";220;"DH - Captura Digital/Foto";514
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";223;"DH - Exame Médico";426
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";224;"DH - Psicotécnico";272
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";225;"DH - Prova Eletrônica";494
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";235;"DH - Laudo Médico";82
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";242;"DH - Solicitação de PID";1
201801;"2018";"01";8;"Sobral";2;"DETRAN-HABILITAÇÃO";342;"DH - Emissão de Declaração de Residência";13
201801;"2018";"01";8;"Sobral";4;"JUCEC";61;"JC - Inscrição de Empresário Individual";10
201801;"2018";"01";8;"Sobral";4;"JUCEC";62;"JC - Alteração de Empresário Individual";151
201801;"2018";"01";8;"Sobral";4;"JUCEC";63;"JC - Extinção de Empresário Individual";37
